hakai_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5
U319,Chilko,3,1.00,Chilko_south,2,0.00,,,,,,,,,
U328,Chilko,3,0.88,Thompson_N,2,0.11,Raft,2,0.00,Little,4,0.00,Quesnel_Horsef,3,0.00
U331,Quesnel_Horsef,3,0.95,Little,4,0.01,Chilko,3,0.01,U_Horsefly,3,0.01,Quesnel_Decept,3,0.01
U332,Blackwater,1,0.36,Hudson_Bay,1,0.20,Kynock,1,0.16,Sandpoint,1,0.12,Felix,1,0.05
U333,Chilko,3,0.29,Thompson_N,2,0.21,Little,4,0.18,Quesnel_Horsef,3,0.14,Eagle_L,4,0.04
U408,Birkenhead,3,0.79,Pitt,2,0.21,,,,,,,,,
U409,Stellako,3,0.32,Blackwater,1,0.20,Kynock,1,0.11,Hudson_Bay,1,0.11,Sandpoint,1,0.10
U410,Chilko,3,1.00,Raft,2,0.00,,,,,,,,,
U466,Quesnel_Horsef,3,0.40,Chilko,3,0.17,Little,4,0.16,Stellako,3,0.15,Thompson_N,2,0.04
U467,Gates_Cr,2,1.00,,,,,,,,,,,,
U468,Blackwater,1,0.39,Hudson_Bay,1,0.20,Sandpoint,1,0.17,Kynock,1,0.16,Paula,1,0.03
U470,Stellako,3,0.99,Blackwater,1,0.00,Hudson_Bay,1,0.00,Tachie,3,0.00,Chilko,3,0.00
U491,Chilko,3,0.90,Thompson_N,2,0.10,Chilko_south,2,0.00,Horsefly,3,0.00,,,
U492,Thompson_N,2,0.94,Raft,2,0.03,Chilko,3,0.02,Quesnel_Horsef,3,0.01,Stellako,3,0.00
U1296,Chilko,3,0.97,Kynock,1,0.01,Middle,3,0.01,Chilko-North,3,0.01,L_Adams,4,0.00
U482,Horsefly,3,1.00,Quesnel_Horsef,3,0.00,U_Horsefly,3,0.00,L_Horsefly,3,0.00,,,
U483,Middle,3,0.49,Stellako,3,0.26,Blackwater,1,0.08,Gluskie,1,0.06,Porter_Cr,1,0.06
U484,Chilko,3,0.97,L_Adams,4,0.03,Kynock,1,0.00,,,,,,
U485,Chilko,3,0.96,Stellako,3,0.03,Horsefly,3,0.01,L_Adams,4,0.00,Middle,3,0.00
U486,Middle,3,0.43,Blackwater,1,0.17,Porter_Cr,1,0.14,Stellako,3,0.12,Kynock,1,0.06
U492,Chilko,3,0.61,Gluskie,1,0.21,L_Adams,4,0.10,Dust,1,0.07,Blackwater,1,0.01
U493,Middle,3,0.65,Blackwater,1,0.17,Porter_Cr,1,0.07,Stellako,3,0.04,Kynock,1,0.04
U494,Gluskie,1,0.99,Forfar,1,0.00,L_Adams,4,0.00,Porter_Cr,1,0.00,Middle,3,0.00
U495,Chilko,3,0.95,L_Adams,4,0.03,Middle,3,0.01,Stellako,3,0.01,Kynock,1,0.00
U496,Chilko,3,1.00,Horsefly,3,0.00,L_Adams,4,0.00,,,,,,
U497,Gluskie,1,0.52,Porter_Cr,1,0.18,Blackwater,1,0.13,Kynock,1,0.09,Chilko,3,0.03
U309,Gluskie,1,0.97,Middle,3,0.02,Blackwater,1,0.01,FiveMile,1,0.00,Stellako,3,0.00
U310,Chilko,3,1.00,Quesnel_Mitche,3,0.00,Stellako,3,0.00,,,,,,
U320,Stellako,3,0.43,L_Adams,4,0.34,Middle,3,0.12,Seymour,2,0.06,Chilko,3,0.04
U334,Chilko,3,1.00,Middle,3,0.00,,,,,,,,,
U335,L_Adams,4,0.37,Gluskie,1,0.20,Kynock,1,0.19,Dust,1,0.08,Porter_Cr,1,0.06
U336,Stellako,3,0.99,L_Adams,4,0.00,Middle,3,0.00,Felix,1,0.00,Dust,1,0.00
U341,Gates_Cr,2,1.00,,,,,,,,,,,,
U342,Gates_Cr,2,1.00,,,,,,,,,,,,
U343,Chilko,3,0.50,L_Adams,4,0.44,Middle,3,0.03,Portage_Cr,4,0.01,Dust,1,0.00
U351,Horsefly,3,0.32,Chilko,3,0.30,L_Adams,4,0.29,Porter_Cr,1,0.04,Gluskie,1,0.03
U400,Chilko,3,1.00,,,,,,,,,,,,
U412,Chilko,3,0.96,Middle,3,0.02,Horsefly,3,0.01,L_Adams,4,0.01,Kynock,1,0.00
U413,Gluskie,1,0.56,Porter_Cr,1,0.20,Blackwater,1,0.13,Kynock,1,0.08,FiveMile,1,0.02
U414,Chilko,3,0.93,Horsefly,3,0.07,Quesnel_Mitche,3,0.00,L_Adams,4,0.00,L_Horsefly,3,0.00
U415,Porter_Cr,1,0.30,Gluskie,1,0.25,Blackwater,1,0.23,Kynock,1,0.07,FiveMile,1,0.04
U416,Gluskie,1,0.44,Chilko,3,0.28,Middle,3,0.13,Kynock,1,0.05,Blackwater,1,0.03
U421,Stellako,3,0.63,Chilko,3,0.22,Middle,3,0.11,L_Adams,4,0.04,Dust,1,0.01
U422,Stellako,3,0.81,Middle,3,0.17,Dust,1,0.01,Tachie,3,0.00,L_Adams,4,0.00
U423,Chilko,3,1.00,L_Adams,4,0.00,Portage_Cr,4,0.00,Middle,3,0.00,,,
U424,Chilko,3,1.00,Chilko-North,3,0.00,Middle,3,0.00,Gluskie,1,0.00,,,
U327,Quesnel_Mitche,3,0.99,Mitchell,3,0.01,Blue_Lead_Ck,3,0.00,Chilko,3,0.00,Horsefly,3,0.00
U403,Middle,3,0.53,Kynock,1,0.17,Gluskie,1,0.10,Dust,1,0.09,Stellako,3,0.08
U404,Quesnel_Mitche,3,1.00,Chilko,3,0.00,,,,,,,,,
U405,Quesnel_Mitche,3,1.00,Mitchell,3,0.00,,,,,,,,,
U406,Stellako,3,0.96,Middle,3,0.04,Kuzkwa_Cr,3,0.00,Kynock,1,0.00,,,
U407,Chilko,3,1.00,,,,,,,,,,,,
U436,Stellako,3,0.99,Middle,3,0.01,Kynock,1,0.00,,,,,,
U437,L_Adams,4,0.77,Chilko,3,0.23,MiddleShuswap,4,0.00,Eagle_L,4,0.00,,,
U438,Chilko,3,1.00,Middle,3,0.00,,,,,,,,,
U439,Pitt,2,0.96,Yonakina,16,0.04,Ashlulm,18,0.00,Kudwat_Cr,17,0.00,U_Tatshensh,17,0.00
U441,Chilko,3,0.49,Porter_Cr,1,0.26,Gluskie,1,0.10,Blackwater,1,0.05,Kynock,1,0.04
U442,Porter_Cr,1,0.29,Blackwater,1,0.20,Gluskie,1,0.17,Kynock,1,0.11,Stellako,3,0.05
U443,Quesnel_Mitche,3,1.00,,,,,,,,,,,,
U444,L_Adams,4,0.98,Horsefly,3,0.02,MiddleShuswap,4,0.00,Middle,3,0.00,,,
U461,Horsefly,3,0.97,L_Adams,4,0.02,McKinley,3,0.00,U_Horsefly,3,0.00,Middle,3,0.00
U462,Gates_Cr,2,1.00,,,,,,,,,,,,
U463,L_Adams,4,0.70,Horsefly,3,0.29,Chilko,3,0.01,Eagle_L,4,0.00,Stellako,3,0.00
U464,Horsefly,3,0.76,L_Adams,4,0.24,Middle,3,0.00,Seymour,2,0.00,Porter_Cr,1,0.00
U465,Chilko,3,0.95,Horsefly,3,0.02,Middle,3,0.01,Blackwater,1,0.01,Gluskie,1,0.00
U1369,Stellako,3,0.98,Middle,3,0.02,Dust,1,0.01,,,,,,
U325,Horsefly,3,0.44,L_Adams,4,0.39,Chilko,3,0.10,Stellako,3,0.02,Kalum_lake,10,0.02
U326,Middle,3,0.42,Gluskie,1,0.26,Porter_Cr,1,0.14,Blackwater,1,0.09,Stellako,3,0.03
U427,Horsefly,3,0.60,Chilko,3,0.24,Gluskie,1,0.08,Stellako,3,0.03,Kynock,1,0.02
U428,L_Adams,4,0.95,Seymour,2,0.05,Eagle_L,4,0.00,Eagle,2,0.00,,,
U429,Chilko,3,0.95,Quesnel_Mitche,3,0.05,L_Adams,4,0.01,Chilko_south,2,0.00,,,
U430,Chilko,3,0.99,Horsefly,3,0.01,Pitt,2,0.00,,,,,,
U432,Gluskie,1,0.34,Porter_Cr,1,0.29,Blackwater,1,0.19,Kynock,1,0.09,Forfar,1,0.03
U433,Gluskie,1,0.65,Porter_Cr,1,0.14,Blackwater,1,0.11,Kynock,1,0.05,FiveMile,1,0.02
U434,Chilko,3,0.95,Middle,3,0.02,Porter_Cr,1,0.01,Kynock,1,0.01,Blackwater,1,0.00
U435,Gluskie,1,0.52,Porter_Cr,1,0.16,Blackwater,1,0.10,Kynock,1,0.09,Iskut,14,0.02
U526,Middle,3,0.81,Dust,1,0.11,Stellako,3,0.06,Horsefly,3,0.01,Gluskie,1,0.00
U546,L_Adams,4,0.97,L_Shuswap,4,0.01,Horsefly,3,0.01,Dust,1,0.00,Blackwater,1,0.00
U402,Chilko,3,0.99,Chilko-North,3,0.01,L_Adams,4,0.01,Roaring,3,0.00,,,
U440,Chilko,3,0.95,Tachie,3,0.03,Paula,1,0.02,Fennell,2,0.00,Raft,2,0.00
U446,Chilko,3,1.00,,,,,,,,,,,,
U447,L_Adams,4,0.45,Raft,2,0.40,Thompson_N,2,0.14,Fennell,2,0.00,L_Shuswap,4,0.00
U448,Chilko,3,0.98,L_Adams,4,0.01,Thompson_N,2,0.01,Gluskie,1,0.00,Paula,1,0.00
U449,Chilko,3,0.55,Paula,1,0.39,Rossette,1,0.02,L_Adams,4,0.01,Sandpoint,1,0.01
U450,L_Adams,4,0.36,Chilko,3,0.23,Raft,2,0.18,Fennell,2,0.11,Thompson_N,2,0.09
U451,Chilko,3,0.99,L_Adams,4,0.01,Chilko-North,3,0.00,Portage_Cr,4,0.00,Chilko_south,2,0.00
U452,Chilko,3,0.97,Chilko-North,3,0.03,L_Adams,4,0.00,,,,,,
U453,Mitchell,3,0.91,Quesnel_Mitche,3,0.08,Blue_Lead_Ck,3,0.00,Chilko,3,0.00,Roaring,3,0.00
U487,Tachie,3,0.62,Paula,1,0.28,Rossette,1,0.02,Sandpoint,1,0.02,Gluskie,1,0.02
U488,L_Adams,4,0.67,Raft,2,0.14,Chilko,3,0.11,Thompson_N,2,0.04,Little,4,0.02
U489,Mitchell,3,0.98,Quesnel_Mitche,3,0.02,,,,,,,,,
U490,Chilko,3,0.80,L_Adams,4,0.17,Little,4,0.04,Portage_Cr,4,0.00,Chilko-North,3,0.00
U498,L_Adams,4,0.50,Tachie,3,0.41,Birkenhead,3,0.03,L_Shuswap,4,0.02,Little,4,0.01
U499,Chilko,3,0.78,L_Adams,4,0.09,Scotch,2,0.05,Tachie,3,0.03,Chilko-North,3,0.02
U500,Chilko,3,0.50,L_Adams,4,0.26,Scotch,2,0.07,Little,4,0.03,Raft,2,0.02
U502,Paula,1,0.77,Sandpoint,1,0.07,Rossette,1,0.05,Hudson_Bay,1,0.03,L_Adams,4,0.03
U511,Scotch,2,1.00,,,,,,,,,,,,
U512,Chilko,3,0.97,Chilko-North,3,0.03,Tachie,3,0.01,L_Adams,4,0.00,,,
U523,Mitchell,3,0.96,Quesnel_Mitche,3,0.04,Roaring,3,0.00,Blue_Lead_Ck,3,0.00,,,
U524,Tachie,3,0.98,Middle,3,0.01,Hudson_Bay,1,0.00,Forfar,1,0.00,Kuzkwa_Cr,3,0.00
U525,Chilko,3,0.97,Chilko-North,3,0.03,L_Adams,4,0.00,Fennell,2,0.00,Raft,2,0.00
U532,Tachie,3,0.98,Chilko,3,0.01,Stellako,3,0.00,Middle,3,0.00,Pinchi_Cr,3,0.00
U533,L_Adams,4,0.90,Chilko,3,0.08,Portage_Cr,4,0.01,L_Shuswap,4,0.01,Little,4,0.00
U534,Mitchell,3,0.89,Quesnel_Mitche,3,0.10,Roaring,3,0.00,Blue_Lead_Ck,3,0.00,,,
U535,Chilko,3,0.87,Chilko-North,3,0.04,Paula,1,0.03,Tachie,3,0.03,Raft,2,0.02
U543,Chilko,3,0.99,L_Adams,4,0.01,Portage_Cr,4,0.00,,,,,,
U544,Quesnel_Mitche,3,0.61,Mitchell,3,0.37,Roaring,3,0.01,Quesnel_Decept,3,0.01,,,
U545,Pitt,2,0.99,Lake_Wenatchee,8,0.01,,,,,,,,,
U226,Chilko,3,0.99,Paula,1,0.00,Sandpoint,1,0.00,Chilko-North,3,0.00,Tachie,3,0.00
U227,Chilko,3,0.56,L_Adams,4,0.30,Chilko-North,3,0.03,Raft,2,0.03,Little,4,0.02
U228,Tachie,3,0.77,Chilko,3,0.19,Chilko-North,3,0.02,Paula,1,0.02,L_Adams,4,0.00
U229,Chilko,3,0.82,Raft,2,0.11,Thompson_N,2,0.04,L_Adams,4,0.02,Chilko-North,3,0.01
U257,Paula,1,0.85,Sandpoint,1,0.08,Tachie,3,0.02,Rossette,1,0.01,Felix,1,0.01
U258,Chilko,3,0.98,L_Adams,4,0.01,Chilko-North,3,0.00,Paula,1,0.00,Thompson_N,2,0.00
U259,Chilko,3,0.96,L_Adams,4,0.04,Little,4,0.00,Portage_Cr,4,0.00,Roaring,3,0.00
U264,Mitchell,3,0.85,Quesnel_Mitche,3,0.15,Quesnel_Decept,3,0.00,Wasko_Cr,3,0.00,Roaring,3,0.00
U770,Scotch,2,1.00,,,,,,,,,,,,
U775,Chilko,3,0.96,Chilko-North,3,0.04,Chilko_south,2,0.00,Tachie,3,0.00,,,
U776,Chilko,3,0.55,Tachie,3,0.26,Chilko-North,3,0.11,Quesnel_Decept,3,0.02,Roaring,3,0.02
U793,Chilko,3,0.95,Tachie,3,0.05,L_Adams,4,0.01,Thompson_N,2,0.00,,,
U794,Chilko,3,0.97,Tachie,3,0.01,Mitchell,3,0.01,L_Adams,4,0.00,Roaring,3,0.00
U795,Chilko,3,0.96,Chilko-North,3,0.04,Chilko_south,2,0.00,,,,,,
U796,L_Adams,4,0.81,Thompson_N,2,0.12,Raft,2,0.05,Chilko,3,0.01,Quesnel_Decept,3,0.01
U801,Chilko,3,0.93,Chilko-North,3,0.07,L_Adams,4,0.00,,,,,,
U802,Chilko,3,0.99,L_Adams,4,0.00,Chilko-North,3,0.00,Forfar,1,0.00,Thompson_N,2,0.00
U803,L_Adams,4,0.46,Chilko,3,0.28,Tachie,3,0.11,Little,4,0.03,Raft,2,0.02
U130,Chilko,3,0.91,Chilko-North,3,0.05,L_Adams,4,0.04,Bowron,2,0.00,Raft,2,0.00
U266,Scotch,2,1.00,,,,,,,,,,,,
U267,Pitt,2,0.99,L_Adams,4,0.00,Kalum_lake,10,0.00,Birkenhead,3,0.00,Scotch,2,0.00
U271,L_Adams,4,0.92,Scotch,2,0.05,Little,4,0.02,Eagle_L,4,0.01,Portage_Cr,4,0.01
U275,Paula,1,0.88,Tachie,3,0.07,Hudson_Bay,1,0.02,Rossette,1,0.02,Felix,1,0.01
U276,L_Adams,4,0.62,Chilko,3,0.31,Scotch,2,0.02,Eagle_L,4,0.02,Little,4,0.01
U277,Bowron,2,1.00,,,,,,,,,,,,
U287,Chilko,3,0.88,Thompson_N,2,0.05,Raft,2,0.03,Fennell,2,0.02,Chilko-North,3,0.01
U288,Scotch,2,1.00,L_Adams,4,0.00,Sandpoint,1,0.00,,,,,,
U289,Scotch,2,1.00,Seymour,2,0.00,L_Adams,4,0.00,Pitt,2,0.00,,,
U1000,L_Adams,4,0.69,Paula,1,0.08,Pitt,2,0.06,Tachie,3,0.03,Rossette,1,0.03
U1005,L_Adams,4,0.88,Chilko,3,0.08,Scotch,2,0.02,Portage_Cr,4,0.01,Tachie,3,0.01
U1006,Mitchell,3,0.96,Quesnel_Mitche,3,0.04,Blue_Lead_Ck,3,0.01,Quesnel_Decept,3,0.00,Roaring,3,0.00
U1007,L_Adams,4,0.98,Chilko,3,0.01,Little,4,0.01,Chilko-North,3,0.00,,,
U1013,Mitchell,3,0.76,Chilko,3,0.16,L_Adams,4,0.03,Quesnel_Mitche,3,0.02,Blue_Lead_Ck,3,0.01
U1014,Chilko,3,0.90,Paula,1,0.04,Tachie,3,0.02,Chilko-North,3,0.02,Chilko_south,2,0.01
U1021,Scotch,2,1.00,L_Adams,4,0.00,Seymour,2,0.00,,,,,,
U219,Chilko,3,0.78,Tachie,3,0.07,Portage_Cr,4,0.04,L_Adams,4,0.03,Roaring,3,0.02
U220,Scotch,2,0.96,L_Adams,4,0.03,Chilko,3,0.01,Pitt,2,0.00,Eagle_L,4,0.00
U221,Chilko,3,0.98,Tachie,3,0.01,Pitt,2,0.01,Chilko-North,3,0.01,L_Adams,4,0.00
U222,Chilko,3,1.00,Chilko-North,3,0.00,L_Adams,4,0.00,,,,,,
U237,Chilko,3,0.87,L_Adams,4,0.11,Chilko_south,2,0.01,Eagle_L,4,0.01,Chilko-North,3,0.00
U238,Paula,1,0.99,Tachie,3,0.01,Sandpoint,1,0.00,Blackwater,1,0.00,,,
U239,L_Adams,4,0.82,Chilko,3,0.08,Portage_Cr,4,0.04,Little,4,0.03,Pitt,2,0.02
U242,Chilko,3,0.95,Chilko-North,3,0.05,,,,,,,,,
U243,Paula,1,0.71,Tachie,3,0.19,Sandpoint,1,0.04,Forfar,1,0.01,Gluskie,1,0.01
U244,Paula,1,0.85,Sandpoint,1,0.06,Rossette,1,0.03,Felix,1,0.02,Forfar,1,0.01
U759,Chilko,3,0.99,L_Adams,4,0.02,,,,,,,,,
U760,L_Adams,4,0.88,Portage_Cr,4,0.05,Little,4,0.04,Scotch,2,0.01,Eagle_L,4,0.01
U817,L_Adams,4,0.99,Little,4,0.01,Chilko,3,0.00,Portage_Cr,4,0.00,Roaring,3,0.00
U818,L_Adams,4,0.95,Portage_Cr,4,0.05,Little,4,0.00,Scotch,2,0.00,,,
U819,Tachie,3,0.99,Middle,3,0.00,Chilko,3,0.00,L_Adams,4,0.00,,,
U820,L_Adams,4,0.89,Little,4,0.06,Scotch,2,0.05,Portage_Cr,4,0.00,,,
U824,Mitchell,3,0.92,Quesnel_Mitche,3,0.08,Roaring,3,0.00,,,,,,
U832,L_Adams,4,0.65,Chilko,3,0.31,Little,4,0.01,Tachie,3,0.01,Chilko_south,2,0.00
U833,Chilko,3,0.83,L_Adams,4,0.14,Tachie,3,0.03,Chilko-North,3,0.01,Little,4,0.00
U834,Tachie,3,0.33,Chilko,3,0.31,L_Adams,4,0.16,Little,4,0.10,Chilko-North,3,0.06
U947,Chilko,3,0.88,L_Adams,4,0.11,Chilko-North,3,0.01,Chilko_south,2,0.00,Portage_Cr,4,0.00
U948,Scotch,2,0.63,L_Adams,4,0.30,Thompson_N,2,0.05,Little,4,0.01,Tachie,3,0.01
U949,Fennell,2,0.46,Raft,2,0.30,L_Adams,4,0.11,Chilko,3,0.06,Thompson_N,2,0.05
U999,Mitchell,3,0.74,Quesnel_Mitche,3,0.09,Quesnel_Decept,3,0.08,Roaring,3,0.05,Blue_Lead_Ck,3,0.04
U826,Chilko,3,0.98,L_Adams,4,0.01,Little,4,0.01,McKinley,3,0.00,Gluskie,1,0.00
U844,Chilko,3,0.71,L_Adams,4,0.14,Paula,1,0.05,Scotch,2,0.04,Rossette,1,0.02
U845,Paula,1,0.90,Birkenhead,3,0.06,Tachie,3,0.04,L_Adams,4,0.00,Chilko,3,0.00
U846,Chilko,3,0.98,Chilko-North,3,0.01,L_Adams,4,0.01,Quesnel_Decept,3,0.00,Bowron,2,0.00
U847,Scotch,2,0.97,L_Adams,4,0.02,Eagle_L,4,0.00,Seymour,2,0.00,Little,4,0.00
U849,Scotch,2,1.00,L_Adams,4,0.00,Seymour,2,0.00,,,,,,
U850,Mitchell,3,0.97,Quesnel_Mitche,3,0.02,L_Adams,4,0.01,Blue_Lead_Ck,3,0.00,Chilko,3,0.00
U861,Chilko,3,0.99,Chilko-North,3,0.01,Thompson_N,2,0.00,Tachie,3,0.00,Chilko_south,2,0.00
U864,Mitchell,3,0.86,Quesnel_Decept,3,0.04,Quesnel_Mitche,3,0.04,Roaring,3,0.04,Blue_Lead_Ck,3,0.02
U946,L_Adams,4,0.68,Eagle_L,4,0.11,Portage_Cr,4,0.09,Chilko,3,0.06,Fennell,2,0.03
U958,Paula,1,0.89,Gluskie,1,0.04,Sandpoint,1,0.04,Rossette,1,0.01,Forfar,1,0.01
U959,L_Adams,4,0.83,Portage_Cr,4,0.06,Paula,1,0.05,Little,4,0.03,Thompson_N,2,0.01
U960,Paula,1,0.87,Sandpoint,1,0.06,Tachie,3,0.05,Rossette,1,0.01,Gluskie,1,0.00
U985,L_Adams,4,0.66,Scotch,2,0.29,Little,4,0.03,Portage_Cr,4,0.02,Eagle_L,4,0.00
U986,Chilko,3,0.99,Chilko-North,3,0.01,,,,,,,,,
U987,Tachie,3,0.96,Paula,1,0.03,Stellako,3,0.01,Chilko,3,0.00,Middle,3,0.00
U988,Mitchell,3,0.88,Quesnel_Mitche,3,0.12,Blue_Lead_Ck,3,0.01,,,,,,
U992,Tachie,3,0.99,Middle,3,0.00,Pinchi_Cr,3,0.00,Paula,1,0.00,L_Adams,4,0.00
U993,Paula,1,0.92,Sandpoint,1,0.04,Rossette,1,0.02,Blackwater,1,0.01,Forfar,1,0.00
U994,Tachie,3,0.88,Chilko,3,0.10,Middle,3,0.01,Paula,1,0.00,Chilko-North,3,0.00
U995,L_Adams,4,0.70,Chilko,3,0.14,Tachie,3,0.13,Little,4,0.01,Bowron,2,0.01
U1298,Chilko,3,0.99,Chilko_south,2,0.00,Quesnel_Decept,3,0.00,L_Adams,4,0.00,M_Horsefly,3,0.00
U1310,Seymour,2,0.91,Scotch,2,0.06,L_Adams,4,0.03,Little,4,0.00,,,
U1316,Kitkiata_Lake,15,0.51,L_Adams,4,0.17,Red_Bay_Lake,20,0.12,Portage_Cr,4,0.09,Little,4,0.04
U1318,Chilko,3,0.92,L_Adams,4,0.04,Pinchi_Cr,3,0.03,Chilko-North,3,0.01,Tachie,3,0.00
U1328,Chilko,3,0.53,Tachie,3,0.09,L_Adams,4,0.08,M_Horsefly,3,0.06,Kuzkwa_Cr,3,0.06
U825,Chilko,3,0.27,Kuzkwa_Cr,3,0.23,L_Adams,4,0.20,Tachie,3,0.14,Seymour,2,0.09
U827,Pitt,2,0.40,L_Adams,4,0.25,Portage_Cr,4,0.12,Seymour,2,0.11,Kitkiata_Lake,15,0.03
U828,Chilko,3,1.00,Chilko-North,3,0.00,Chilko_south,2,0.00,,,,,,
U839,Chilko,3,0.96,L_Adams,4,0.02,Chilko-North,3,0.01,Quesnel_Horsef,3,0.00,L_Horsefly,3,0.00
U848,Seymour,2,0.96,Scotch,2,0.04,L_Adams,4,0.00,Eagle,2,0.00,,,
U862,Chilko,3,0.72,L_Adams,4,0.28,Portage_Cr,4,0.00,Little,4,0.00,Chilko_south,2,0.00
U863,Quesnel_Mitche,3,0.70,Quesnel_Decept,3,0.20,Roaring,3,0.09,L_Adams,4,0.01,Chilko,3,0.00
U876,Seymour,2,0.39,L_Adams,4,0.34,Chilko,3,0.06,Pinchi_Cr,3,0.04,Little,4,0.03
U877,Seymour,2,0.80,L_Adams,4,0.12,Scotch,2,0.03,Kuzkwa_Cr,3,0.03,Pinchi_Cr,3,0.01
U907,L_Adams,4,0.93,Portage_Cr,4,0.03,Little,4,0.02,Birkenhead,3,0.01,MiddleShuswap,4,0.00
U908,Quesnel_Mitche,3,0.93,Mitchell,3,0.07,Roaring,3,0.00,Blue_Lead_Ck,3,0.00,Wasko_Cr,3,0.00
U909,Chilko,3,0.97,M_Horsefly,3,0.02,McKinley,3,0.01,L_Adams,4,0.00,Chilko-North,3,0.00
U910,Seymour,2,0.94,Scotch,2,0.05,L_Adams,4,0.00,Eagle,2,0.00,,,
U914,L_Adams,4,0.54,Seymour,2,0.18,Little,4,0.11,Birkenhead,3,0.07,Kalum,10,0.06
U915,Seymour,2,0.91,L_Adams,4,0.05,Scotch,2,0.04,Little,4,0.00,,,
U755,Quesnel_Mitche,3,0.92,Mitchell,3,0.05,Roaring,3,0.02,Quesnel_Decept,3,0.00,Blue_Lead_Ck,3,0.00
U767,Kuzkwa_Cr,3,0.53,Tachie,3,0.28,Pinchi_Cr,3,0.16,Middle,3,0.01,Chilko,3,0.00
U768,L_Adams,4,0.59,Seymour,2,0.34,Scotch,2,0.04,Little,4,0.03,Portage_Cr,4,0.01
U769,Chilko,3,0.97,Quesnel_Decept,3,0.02,L_Adams,4,0.01,Roaring,3,0.00,Pinchi_Cr,3,0.00
U771,Seymour,2,0.48,L_Adams,4,0.43,Scotch,2,0.08,Little,4,0.01,,,
U772,Pitt,2,1.00,,,,,,,,,,,,
U773,Quesnel_Mitche,3,0.93,Mitchell,3,0.06,Quesnel_Decept,3,0.00,Blue_Lead_Ck,3,0.00,Roaring,3,0.00
U774,Chilko,3,0.97,L_Adams,4,0.03,Portage_Cr,4,0.00,Seymour,2,0.00,Kuzkwa_Cr,3,0.00
U791,Quesnel_Decept,3,0.24,Quesnel_Horsef,3,0.22,M_Horsefly,3,0.11,McKinley,3,0.10,Roaring,3,0.09
U866,L_Adams,4,0.96,Portage_Cr,4,0.04,L_Shuswap,4,0.00,Little,4,0.00,,,
U867,Seymour,2,0.96,Scotch,2,0.04,,,,,,,,,
U868,L_Adams,4,0.92,Seymour,2,0.04,Portage_Cr,4,0.02,Little,4,0.01,Scotch,2,0.00
U869,Quesnel_Mitche,3,0.94,Mitchell,3,0.06,Roaring,3,0.00,Blue_Lead_Ck,3,0.00,,,
U870,Quesnel_Mitche,3,0.94,Mitchell,3,0.06,Wasko_Cr,3,0.00,,,,,,
U881,Seymour,2,0.94,Scotch,2,0.05,L_Adams,4,0.00,Chilko,3,0.00,Eagle,2,0.00
U882,Pitt,2,1.00,Washwash,18,0.00,,,,,,,,,
U883,Seymour,2,0.82,L_Adams,4,0.13,Kuzkwa_Cr,3,0.02,Scotch,2,0.01,Tachie,3,0.01
U884,L_Adams,4,0.35,Quesnel_Decept,3,0.30,Roaring,3,0.09,Quesnel_Horsef,3,0.08,M_Horsefly,3,0.05
U891,L_Adams,4,0.91,Birkenhead,3,0.03,Seymour,2,0.02,Portage_Cr,4,0.02,Little,4,0.01
U1028,L_Adams,4,0.47,Chilko,3,0.41,Quesnel_Decept,3,0.04,Portage_Cr,4,0.02,McKinley,3,0.01
U1033,Kuzkwa_Cr,3,0.46,Tachie,3,0.27,Pinchi_Cr,3,0.14,Chilko,3,0.03,Quesnel_Decept,3,0.02
U1034,Pitt,2,1.00,Birkenhead,3,0.00,,,,,,,,,
U1035,Kuzkwa_Cr,3,0.48,Tachie,3,0.32,Pinchi_Cr,3,0.20,Stellako,3,0.00,Chilko,3,0.00
U1045,Seymour,2,0.62,L_Adams,4,0.34,Scotch,2,0.02,Portage_Cr,4,0.01,Kuzkwa_Cr,3,0.01
U1046,Birkenhead,3,0.91,Pitt,2,0.06,Chilko,3,0.02,Weaver,4,0.01,Kuzkwa_Cr,3,0.00
U1052,L_Adams,4,0.87,Portage_Cr,4,0.08,Little,4,0.04,MiddleShuswap,4,0.00,Quesnel_Decept,3,0.00
U1053,L_Adams,4,0.61,Seymour,2,0.36,Chilko,3,0.02,Portage_Cr,4,0.00,MiddleShuswap,4,0.00
U1054,Chilko,3,0.99,L_Horsefly,3,0.00,Quesnel_Horsef,3,0.00,Chilko_south,2,0.00,M_Horsefly,3,0.00
U1061,Quesnel_Decept,3,0.26,Quesnel_Horsef,3,0.20,Roaring,3,0.13,M_Horsefly,3,0.12,McKinley,3,0.09
U1062,L_Adams,4,0.98,Little,4,0.01,Portage_Cr,4,0.01,MiddleShuswap,4,0.00,L_Shuswap,4,0.00
U1063,L_Adams,4,0.78,Portage_Cr,4,0.14,Little,4,0.03,Pitt,2,0.02,Chilko,3,0.01
U1074,Birkenhead,3,1.00,Weaver,4,0.00,Amback,18,0.00,Washwash,18,0.00,Iskut,14,0.00
U1075,Chilko,3,0.63,L_Adams,4,0.32,Kuzkwa_Cr,3,0.01,Chilko_south,2,0.01,Narrows,1,0.00
U1083,Pitt,2,1.00,,,,,,,,,,,,
